Id,Time[ns],Parallel: Items
3601,12021260.00000000000000000000,F2
3602,12024400.00000000000000000000,F3
3603,12024410.00000000000000000000,01
3604,12027560.00000000000000000000,61
3605,12030720.00000000000000000000,6D
3606,12033870.00000000000000000000,EF
3607,12033880.00000000000000000000,EB
3608,12037030.00000000000000000000,EE
3609,12037040.00000000000000000000,CE
3610,12040190.00000000000000000000,8E
3611,12040200.00000000000000000000,82
3612,12043340.00000000000000000000,84
3613,12046500.00000000000000000000,A4
3614,12049650.00000000000000000000,EF
3615,12049660.00000000000000000000,CF
3616,12049670.00000000000000000000,CB
3617,12052810.00000000000000000000,58
3618,12052820.00000000000000000000,18
3619,12055960.00000000000000000000,58
3620,12055970.00000000000000000000,CA
3621,12059120.00000000000000000000,EB
3622,12059130.00000000000000000000,A9
3623,12062280.00000000000000000000,3D
3624,12065430.00000000000000000000,7D
3625,12065440.00000000000000000000,CD
3626,12068600.00000000000000000000,C5
3627,12071750.00000000000000000000,F7
3628,12071760.00000000000000000000,B3
3629,12074900.00000000000000000000,BB
3630,12074910.00000000000000000000,99
3631,12078060.00000000000000000000,58
3632,12078070.00000000000000000000,48
3633,12081210.00000000000000000000,78
3634,12081220.00000000000000000000,BC
3635,12084370.00000000000000000000,FC
3636,12084380.00000000000000000000,48
3637,12087530.00000000000000000000,C8
3638,12087540.00000000000000000000,C0
3639,12090680.00000000000000000000,E8
3640,12090690.00000000000000000000,A8
3641,12093840.00000000000000000000,2A
3642,12093860.00000000000000000000,22
3643,12097000.00000000000000000000,FB
3644,12100150.00000000000000000000,FF
3645,12100160.00000000000000000000,3F
3646,12100170.00000000000000000000,2F
3647,12103310.00000000000000000000,BF
3648,12103320.00000000000000000000,9F
3649,12106460.00000000000000000000,DF
3650,12106470.00000000000000000000,FC
3651,12106480.00000000000000000000,E8
3652,12109620.00000000000000000000,EE
3653,12109630.00000000000000000000,6E
3654,12112780.00000000000000000000,7E
3655,12112800.00000000000000000000,3E
3656,12115940.00000000000000000000,1D
3657,12115950.00000000000000000000,01
3658,12119090.00000000000000000000,5D
3659,12122250.00000000000000000000,DE
3660,12122260.00000000000000000000,D2
3661,12125400.00000000000000000000,CE
3662,12125410.00000000000000000000,9C
3663,12125420.00000000000000000000,8C
3664,12128560.00000000000000000000,B8
3665,12131710.00000000000000000000,F8
3666,12131720.00000000000000000000,C9
3667,12134870.00000000000000000000,79
3668,12134880.00000000000000000000,31
3669,12138030.00000000000000000000,39
3670,12138040.00000000000000000000,29
3671,12141180.00000000000000000000,7B
3672,12141190.00000000000000000000,DB
3673,12144340.00000000000000000000,F7
3674,12144350.00000000000000000000,F6
3675,12147500.00000000000000000000,FE
3676,12147510.00000000000000000000,DE
3677,12150660.00000000000000000000,10
3678,12153810.00000000000000000000,F9
3679,12156970.00000000000000000000,EA
3680,12156980.00000000000000000000,CA
3681,12160120.00000000000000000000,BB
3682,12163280.00000000000000000000,3E
3683,12163290.00000000000000000000,0E
3684,12166430.00000000000000000000,6E
3685,12166440.00000000000000000000,6F
3686,12166450.00000000000000000000,6B
3687,12169590.00000000000000000000,F1
3688,12169600.00000000000000000000,F8
3689,12169610.00000000000000000000,F0
3690,12172750.00000000000000000000,7E
3691,12175900.00000000000000000000,FF
3692,12175910.00000000000000000000,8F
3693,12175920.00000000000000000000,8B
3694,12179060.00000000000000000000,9A
3695,12179070.00000000000000000000,92
3696,12182210.00000000000000000000,F2
3697,12182220.00000000000000000000,F0
3698,12182230.00000000000000000000,E0
3699,12185370.00000000000000000000,E4
3700,12185380.00000000000000000000,04
3701,12188530.00000000000000000000,FB
3702,12191690.00000000000000000000,79
3703,12191700.00000000000000000000,39
3704,12194840.00000000000000000000,F0
3705,12194850.00000000000000000000,F8
3706,12194860.00000000000000000000,F0
3707,12198000.00000000000000000000,F4
3708,12198010.00000000000000000000,C4
3709,12201150.00000000000000000000,C5
3710,12201160.00000000000000000000,85
3711,12204310.00000000000000000000,D8
3712,12207460.00000000000000000000,F8
3713,12207470.00000000000000000000,7E
3714,12207480.00000000000000000000,66
3715,12210620.00000000000000000000,FE
3716,12210630.00000000000000000000,BC
3717,12210640.00000000000000000000,B8
3718,12213780.00000000000000000000,7B
3719,12213790.00000000000000000000,63
3720,12216930.00000000000000000000,6B
3721,12216940.00000000000000000000,49
3722,12220090.00000000000000000000,7C
3723,12223250.00000000000000000000,7D
3724,12223260.00000000000000000000,09
3725,12226400.00000000000000000000,8B
3726,12226410.00000000000000000000,83
3727,12229560.00000000000000000000,29
3728,12232710.00000000000000000000,69
3729,12232720.00000000000000000000,4B
3730,12235870.00000000000000000000,CB
3731,12235880.00000000000000000000,81
3732,12239030.00000000000000000000,3C
3733,12242180.00000000000000000000,BE
3734,12242190.00000000000000000000,BF
3735,12242200.00000000000000000000,BB
3736,12245340.00000000000000000000,7B
3737,12245350.00000000000000000000,5A
3738,12248500.00000000000000000000,68
3739,12251650.00000000000000000000,E9
3740,12251660.00000000000000000000,A9
3741,12254810.00000000000000000000,2C
3742,12254820.00000000000000000000,24
3743,12257960.00000000000000000000,34
3744,12257970.00000000000000000000,1F
3745,12261120.00000000000000000000,DF
3746,12261130.00000000000000000000,D6
3747,12261140.00000000000000000000,D2
3748,12264280.00000000000000000000,F5
3749,12264300.00000000000000000000,E5
3750,12267430.00000000000000000000,FF
3751,12267440.00000000000000000000,DF
3752,12270590.00000000000000000000,5F
3753,12270600.00000000000000000000,4B
3754,12273750.00000000000000000000,EF
3755,12276910.00000000000000000000,6C
3756,12276920.00000000000000000000,60
3757,12280060.00000000000000000000,F5
3758,12280070.00000000000000000000,B5
3759,12283210.00000000000000000000,BD
3760,12283220.00000000000000000000,1D
3761,12283230.00000000000000000000,0D
3762,12286380.00000000000000000000,09
3763,12289530.00000000000000000000,BB
3764,12292690.00000000000000000000,AA
3765,12295840.00000000000000000000,FD
3766,12299000.00000000000000000000,7F
3767,12299010.00000000000000000000,43
3768,12302150.00000000000000000000,CF
3769,12302160.00000000000000000000,CD
3770,12305310.00000000000000000000,F5
3771,12305330.00000000000000000000,F1
3772,12308470.00000000000000000000,7E
3773,12311630.00000000000000000000,2A
3774,12314780.00000000000000000000,EC
3775,12317930.00000000000000000000,EF
3776,12317940.00000000000000000000,6B
3777,12321090.00000000000000000000,EE
3778,12324240.00000000000000000000,FE
3779,12324250.00000000000000000000,7D
3780,12324260.00000000000000000000,75
3781,12327400.00000000000000000000,DD
3782,12330560.00000000000000000000,DF
3783,12330570.00000000000000000000,D7
3784,12333710.00000000000000000000,F7
3785,12333720.00000000000000000000,78
3786,12336870.00000000000000000000,AF
3787,12340030.00000000000000000000,7F
3788,12340040.00000000000000000000,77
3789,12343180.00000000000000000000,7F
3790,12343190.00000000000000000000,2D
3791,12346340.00000000000000000000,6D
3792,12346350.00000000000000000000,45
3793,12349500.00000000000000000000,4F
3794,12349510.00000000000000000000,0F
3795,12352650.00000000000000000000,8F
3796,12352660.00000000000000000000,8E
3797,12355810.00000000000000000000,7C
3798,12355820.00000000000000000000,78
3799,12358970.00000000000000000000,19
3800,12362120.00000000000000000000,F1
3801,12362130.00000000000000000000,F8
3802,12362140.00000000000000000000,F0
3803,12365280.00000000000000000000,F3
3804,12365290.00000000000000000000,B3
3805,12368430.00000000000000000000,F7
3806,12371590.00000000000000000000,77
3807,12371600.00000000000000000000,63
3808,12374740.00000000000000000000,73
3809,12374750.00000000000000000000,37
3810,12377900.00000000000000000000,AF
3811,12377910.00000000000000000000,AB
3812,12381060.00000000000000000000,3B
3813,12381070.00000000000000000000,33
3814,12384210.00000000000000000000,3B
3815,12384220.00000000000000000000,AA
3816,12387370.00000000000000000000,7D
3817,12390530.00000000000000000000,FE
3818,12390540.00000000000000000000,AE
3819,12393680.00000000000000000000,EE
3820,12393690.00000000000000000000,6E
3821,12396840.00000000000000000000,7E
3822,12396850.00000000000000000000,32
3823,12399990.00000000000000000000,72
3824,12400000.00000000000000000000,63
3825,12400010.00000000000000000000,43
3826,12403150.00000000000000000000,7F
3827,12403160.00000000000000000000,7C
3828,12406310.00000000000000000000,7D
3829,12406320.00000000000000000000,49
3830,12409460.00000000000000000000,5B
3831,12409470.00000000000000000000,5A
3832,12409480.00000000000000000000,12
3833,12412620.00000000000000000000,D1
3834,12415780.00000000000000000000,5B
3835,12418930.00000000000000000000,7F
3836,12418940.00000000000000000000,75
3837,12418950.00000000000000000000,25
3838,12422090.00000000000000000000,FE
3839,12422110.00000000000000000000,DE
3840,12425250.00000000000000000000,9D
3841,12425260.00000000000000000000,99
3842,12428400.00000000000000000000,CB
3843,12428410.00000000000000000000,4A
3844,12431560.00000000000000000000,EB
3845,12434710.00000000000000000000,FF
3846,12434720.00000000000000000000,DF
3847,12434730.00000000000000000000,97
3848,12437870.00000000000000000000,F5
3849,12441030.00000000000000000000,7E
3850,12441040.00000000000000000000,5A
3851,12444180.00000000000000000000,5E
3852,12444190.00000000000000000000,0F
3853,12447340.00000000000000000000,FE
3854,12450500.00000000000000000000,7C
3855,12450510.00000000000000000000,18
3856,12453650.00000000000000000000,E9
3857,12456810.00000000000000000000,6B
3858,12456820.00000000000000000000,03
3859,12459960.00000000000000000000,43
3860,12459970.00000000000000000000,C9
3861,12463120.00000000000000000000,F5
3862,12466280.00000000000000000000,7D
3863,12466290.00000000000000000000,2D
3864,12469430.00000000000000000000,6D
3865,12469440.00000000000000000000,69
3866,12469450.00000000000000000000,49
3867,12472590.00000000000000000000,CE
3868,12472600.00000000000000000000,8E
3869,12475740.00000000000000000000,CE
3870,12475750.00000000000000000000,6D
3871,12475760.00000000000000000000,69
3872,12478900.00000000000000000000,6F
3873,12478910.00000000000000000000,0E
3874,12482060.00000000000000000000,B9
3875,12482070.00000000000000000000,BD
3876,12482080.00000000000000000000,B9
3877,12485210.00000000000000000000,BB
3878,12485220.00000000000000000000,9A
3879,12485230.00000000000000000000,82
3880,12488370.00000000000000000000,B6
3881,12491530.00000000000000000000,FF
3882,12491540.00000000000000000000,CB
3883,12494680.00000000000000000000,EB
3884,12494690.00000000000000000000,69
3885,12497840.00000000000000000000,6E
3886,12497850.00000000000000000000,66
3887,12497860.00000000000000000000,46
3888,12500990.00000000000000000000,56
3889,12501000.00000000000000000000,D4
3890,12504150.00000000000000000000,F7
3891,12504160.00000000000000000000,67
3892,12507310.00000000000000000000,65
3893,12507320.00000000000000000000,45
3894,12510460.00000000000000000000,2D
3895,12513620.00000000000000000000,3B
3896,12516780.00000000000000000000,3C
3897,12516790.00000000000000000000,0C
3898,12523090.00000000000000000000,88
3899,12526240.00000000000000000000,C8
3900,12526250.00000000000000000000,E4
3901,12529400.00000000000000000000,7F
3902,12529410.00000000000000000000,7B
3903,12529420.00000000000000000000,5B
3904,12532560.00000000000000000000,FE
3905,12532570.00000000000000000000,BE
3906,12535710.00000000000000000000,FE
3907,12535720.00000000000000000000,EE
3908,12535730.00000000000000000000,C2
3909,12538870.00000000000000000000,48
3910,12542030.00000000000000000000,DE
3911,12542040.00000000000000000000,96
3912,12545180.00000000000000000000,97
3913,12545190.00000000000000000000,91
3914,12548340.00000000000000000000,F3
3915,12551500.00000000000000000000,F7
3916,12554650.00000000000000000000,FF
3917,12554660.00000000000000000000,4D
3918,12557810.00000000000000000000,7F
3919,12557820.00000000000000000000,33
3920,12560960.00000000000000000000,F3
3921,12560970.00000000000000000000,D0
3922,12560980.00000000000000000000,C0
3923,12564120.00000000000000000000,74
3924,12564130.00000000000000000000,34
3925,12567280.00000000000000000000,F7
3926,12567290.00000000000000000000,C3
3927,12570430.00000000000000000000,EB
3928,12570440.00000000000000000000,EA
3929,12573590.00000000000000000000,78
3930,12573600.00000000000000000000,38
3931,12576740.00000000000000000000,78
3932,12576750.00000000000000000000,6B
3933,12576760.00000000000000000000,63
3934,12579900.00000000000000000000,3F
3935,12579910.00000000000000000000,7D
3936,12579920.00000000000000000000,3D
3937,12583060.00000000000000000000,7D
3938,12583080.00000000000000000000,75
3939,12586210.00000000000000000000,FF
3940,12586220.00000000000000000000,EF
3941,12589370.00000000000000000000,FD
3942,12589380.00000000000000000000,BC
3943,12589390.00000000000000000000,B4
3944,12592530.00000000000000000000,35
3945,12592540.00000000000000000000,15
3946,12595680.00000000000000000000,5D
3947,12595690.00000000000000000000,58
3948,12598840.00000000000000000000,78
3949,12598850.00000000000000000000,60
3950,12601990.00000000000000000000,70
3951,12602000.00000000000000000000,3B
3952,12602010.00000000000000000000,1B
3953,12605150.00000000000000000000,9B
3954,12605160.00000000000000000000,83
3955,12608310.00000000000000000000,D0
3956,12611460.00000000000000000000,EC
3957,12611470.00000000000000000000,FD
3958,12611480.00000000000000000000,ED
3959,12614620.00000000000000000000,FF
3960,12614630.00000000000000000000,12
3961,12617780.00000000000000000000,1D
3962,12617800.00000000000000000000,0D
3963,12620940.00000000000000000000,04
3964,12624090.00000000000000000000,75
3965,12627250.00000000000000000000,B4
3966,12627260.00000000000000000000,B0
3967,12630400.00000000000000000000,E5
3968,12630410.00000000000000000000,45
3969,12633560.00000000000000000000,4C
3970,12633570.00000000000000000000,0C
3971,12636710.00000000000000000000,4C
3972,12636720.00000000000000000000,CD
3973,12636730.00000000000000000000,C1
3974,12639870.00000000000000000000,4B
3975,12639880.00000000000000000000,0A
3976,12643030.00000000000000000000,29
3977,12646180.00000000000000000000,B9
3978,12649340.00000000000000000000,7B
3979,12649350.00000000000000000000,4A
3980,12652500.00000000000000000000,4C
3981,12652510.00000000000000000000,44
3982,12655650.00000000000000000000,54
3983,12658810.00000000000000000000,74
3984,12658820.00000000000000000000,30
3985,12661960.00000000000000000000,B2
3986,12661970.00000000000000000000,82
3987,12665120.00000000000000000000,73
3988,12668280.00000000000000000000,7F
3989,12671430.00000000000000000000,FF
3990,12671440.00000000000000000000,EA
3991,12674590.00000000000000000000,78
3992,12674600.00000000000000000000,30
3993,12677750.00000000000000000000,85
3994,12680900.00000000000000000000,E9
3995,12680910.00000000000000000000,ED
3996,12680920.00000000000000000000,E9
3997,12684060.00000000000000000000,EE
3998,12684070.00000000000000000000,E6
3999,12687210.00000000000000000000,F6
4000,12687220.00000000000000000000,F7
4001,12687230.00000000000000000000,B3
4002,12690380.00000000000000000000,92
4003,12693530.00000000000000000000,BC
4004,12696680.00000000000000000000,BD
4005,12696690.00000000000000000000,B1
4006,12699840.00000000000000000000,F4
4007,12699850.00000000000000000000,D4
4008,12702990.00000000000000000000,F4
4009,12703000.00000000000000000000,7E
4010,12703010.00000000000000000000,2E
4011,12706150.00000000000000000000,B7
4012,12709310.00000000000000000000,FD
4013,12709320.00000000000000000000,CD
4014,12712460.00000000000000000000,CF
4015,12712470.00000000000000000000,8F
4016,12715620.00000000000000000000,AD
4017,12715630.00000000000000000000,A0
4018,12718780.00000000000000000000,FA
4019,12718800.00000000000000000000,DA
4020,12721930.00000000000000000000,DB
4021,12721940.00000000000000000000,51
4022,12721950.00000000000000000000,41
4023,12725090.00000000000000000000,46
4024,12725100.00000000000000000000,06
4025,12728240.00000000000000000000,56
4026,12728250.00000000000000000000,74
4027,12728260.00000000000000000000,70
4028,12731400.00000000000000000000,F0
4029,12731410.00000000000000000000,A0
4030,12734560.00000000000000000000,BD
4031,12737730.00000000000000000000,B5
4032,12740870.00000000000000000000,B7
4033,12740880.00000000000000000000,B6
4034,12744030.00000000000000000000,B7
4035,12747180.00000000000000000000,9F
4036,12747190.00000000000000000000,9D
4037,12750340.00000000000000000000,9E
4038,12750350.00000000000000000000,82
4039,12753490.00000000000000000000,A2
4040,12753500.00000000000000000000,25
4041,12756650.00000000000000000000,65
4042,12756660.00000000000000000000,61
4043,12756670.00000000000000000000,41
4044,12759810.00000000000000000000,E6
4045,12762960.00000000000000000000,FE
4046,12762970.00000000000000000000,5E
4047,12762980.00000000000000000000,1E
4048,12766120.00000000000000000000,BD
4049,12769270.00000000000000000000,FD
4050,12769280.00000000000000000000,FF
4051,12769290.00000000000000000000,DF
4052,12772440.00000000000000000000,16
4053,12775590.00000000000000000000,FA
4054,12778740.00000000000000000000,FE
4055,12778750.00000000000000000000,7D
4056,12778760.00000000000000000000,5D
4057,12781900.00000000000000000000,FD
4058,12781910.00000000000000000000,FC
4059,12781920.00000000000000000000,F0
4060,12785060.00000000000000000000,F9
4061,12785070.00000000000000000000,B9
4062,12788210.00000000000000000000,BF
4063,12788220.00000000000000000000,AE
4064,12791370.00000000000000000000,FC
4065,12794530.00000000000000000000,EC
4066,12794540.00000000000000000000,AC
4067,12800840.00000000000000000000,F7
4068,12800850.00000000000000000000,D7
4069,12804000.00000000000000000000,59
4070,12807150.00000000000000000000,5D
4071,12807160.00000000000000000000,1C
4072,12810310.00000000000000000000,BE
4073,12810330.00000000000000000000,BA
4074,12813460.00000000000000000000,FB
4075,12813470.00000000000000000000,DB
4076,12816620.00000000000000000000,7D
4077,12816630.00000000000000000000,24
4078,12819770.00000000000000000000,64
4079,12819780.00000000000000000000,F7
4080,12819800.00000000000000000000,F3
4081,12826090.00000000000000000000,7D
4082,12826100.00000000000000000000,5D
4083,12829240.00000000000000000000,7D
4084,12829250.00000000000000000000,3E
4085,12829260.00000000000000000000,26
4086,12832400.00000000000000000000,66
4087,12832420.00000000000000000000,62
4088,12835560.00000000000000000000,FF
4089,12835570.00000000000000000000,DF
4090,12838720.00000000000000000000,5E
4091,12838730.00000000000000000000,4E
4092,12841870.00000000000000000000,D5
4093,12841880.00000000000000000000,95
4094,12845030.00000000000000000000,9E
4095,12845040.00000000000000000000,9A
4096,12848180.00000000000000000000,FA
4097,12848190.00000000000000000000,78
4098,12851350.00000000000000000000,58
4099,12854500.00000000000000000000,98
4100,12857650.00000000000000000000,5A
4101,12860810.00000000000000000000,DB
4102,12860820.00000000000000000000,D3
4103,12863960.00000000000000000000,E7
4104,12863970.00000000000000000000,76
4105,12863980.00000000000000000000,66
4106,12867120.00000000000000000000,79
4107,12870280.00000000000000000000,6B
4108,12870290.00000000000000000000,63
4109,12873440.00000000000000000000,42
4110,12876590.00000000000000000000,41
4111,12876600.00000000000000000000,01
4112,12879740.00000000000000000000,45
4113,12879750.00000000000000000000,C7
4114,12882900.00000000000000000000,FF
4115,12882920.00000000000000000000,BB
4116,12886060.00000000000000000000,3D
4117,12886070.00000000000000000000,15
4118,12889210.00000000000000000000,FF
4119,12889220.00000000000000000000,FE
4120,12889230.00000000000000000000,FA
4121,12892370.00000000000000000000,7A
4122,12892380.00000000000000000000,02
4123,12895520.00000000000000000000,22
4124,12895530.00000000000000000000,26
4125,12898680.00000000000000000000,17
4126,12898690.00000000000000000000,15
4127,12901840.00000000000000000000,B4
4128,12901850.00000000000000000000,B0
4129,12904990.00000000000000000000,FC
4130,12905000.00000000000000000000,7C
4131,12905010.00000000000000000000,4C
4132,12908150.00000000000000000000,5D
4133,12908160.00000000000000000000,51
4134,12911310.00000000000000000000,F2
4135,12914460.00000000000000000000,F7
4136,12914470.00000000000000000000,05
4137,12917620.00000000000000000000,80
4138,12920770.00000000000000000000,A0
4139,12920780.00000000000000000000,2E
4140,12923930.00000000000000000000,4F
4141,12923940.00000000000000000000,4D
4142,12927090.00000000000000000000,4F
4143,12927100.00000000000000000000,0F
4144,12930240.00000000000000000000,7F
4145,12930250.00000000000000000000,FC
4146,12930260.00000000000000000000,F4
4147,12933400.00000000000000000000,F9
4148,12933410.00000000000000000000,E9
4149,12936560.00000000000000000000,6B
4150,12936570.00000000000000000000,23
4151,12939710.00000000000000000000,F3
4152,12942870.00000000000000000000,FE
4153,12942880.00000000000000000000,AE
4154,12946020.00000000000000000000,EE
4155,12946030.00000000000000000000,6F
4156,12946040.00000000000000000000,6B
4157,12949180.00000000000000000000,6F
4158,12949190.00000000000000000000,0E
4159,12949200.00000000000000000000,06
4160,12952340.00000000000000000000,F1
4161,12955490.00000000000000000000,F3
4162,12955500.00000000000000000000,93
4163,12958650.00000000000000000000,1D
4164,12958660.00000000000000000000,0C
4165,12961810.00000000000000000000,BF
4166,12964970.00000000000000000000,03
4167,12968120.00000000000000000000,D2
4168,12971270.00000000000000000000,F2
4169,12971280.00000000000000000000,74
4170,12971290.00000000000000000000,24
4171,12974430.00000000000000000000,4D
4172,12977590.00000000000000000000,EC
4173,12980740.00000000000000000000,FE
4174,12980750.00000000000000000000,5F
4175,12980760.00000000000000000000,1F
4176,12983900.00000000000000000000,F1
4177,12983910.00000000000000000000,F0
4178,12987060.00000000000000000000,76
4179,12987070.00000000000000000000,46
4180,12990210.00000000000000000000,1E
4181,12990220.00000000000000000000,5E
4182,12990230.00000000000000000000,1A
4183,12993370.00000000000000000000,5F
4184,12996520.00000000000000000000,7F
4185,12996530.00000000000000000000,BF
4186,12999680.00000000000000000000,EF
4187,12999690.00000000000000000000,ED
4188,13002840.00000000000000000000,7D
4189,13005990.00000000000000000000,FD
4190,13006000.00000000000000000000,E9
4191,13009150.00000000000000000000,FF
4192,13009160.00000000000000000000,DE
4193,13012310.00000000000000000000,FF
4194,13012320.00000000000000000000,A7
4195,13015460.00000000000000000000,AF
4196,13015470.00000000000000000000,0D
4197,13018620.00000000000000000000,C0
4198,13021770.00000000000000000000,D0
4199,13021780.00000000000000000000,DB
4200,13024930.00000000000000000000,7F
4201,13024940.00000000000000000000,3D
4202,13028090.00000000000000000000,BF
4203,13028100.00000000000000000000,93
4204,13031240.00000000000000000000,E7
4205,13031250.00000000000000000000,F4
4206,13031260.00000000000000000000,E4
4207,13034400.00000000000000000000,F4
4208,13034410.00000000000000000000,94
4209,13037560.00000000000000000000,FC
4210,13040710.00000000000000000000,FF
4211,13040720.00000000000000000000,3F
4212,13043870.00000000000000000000,FD
4213,13043880.00000000000000000000,E5
4214,13047020.00000000000000000000,F5
4215,13047030.00000000000000000000,F6
4216,13047040.00000000000000000000,D6
4217,13050180.00000000000000000000,57
4218,13050190.00000000000000000000,51
4219,13053340.00000000000000000000,79
4220,13053350.00000000000000000000,69
4221,13056490.00000000000000000000,6B
4222,13056500.00000000000000000000,4A
4223,13059650.00000000000000000000,5A
4224,13059670.00000000000000000000,52
4225,13062810.00000000000000000000,C1
4226,13065960.00000000000000000000,9B
4227,13065970.00000000000000000000,DA
4228,13065980.00000000000000000000,9A
4229,13069120.00000000000000000000,78
4230,13069130.00000000000000000000,68
4231,13072270.00000000000000000000,78
4232,13072280.00000000000000000000,FB
4233,13072300.00000000000000000000,F3
4234,13075430.00000000000000000000,FB
4235,13075440.00000000000000000000,F9
4236,13078600.00000000000000000000,91
4237,13081740.00000000000000000000,A9
4238,13081750.00000000000000000000,39
4239,13081760.00000000000000000000,29
4240,13084900.00000000000000000000,E6
4241,13084910.00000000000000000000,EE
4242,13084920.00000000000000000000,E6
4243,13088050.00000000000000000000,F6
4244,13088070.00000000000000000000,B2
4245,13091210.00000000000000000000,A7
4246,13091220.00000000000000000000,A5
4247,13094370.00000000000000000000,ED
4248,13094380.00000000000000000000,CD
4249,13097520.00000000000000000000,DD
4250,13097530.00000000000000000000,5E
4251,13097540.00000000000000000000,56
4252,13100680.00000000000000000000,6F
4253,13103840.00000000000000000000,6D
4254,13103850.00000000000000000000,05
4255,13106990.00000000000000000000,0D
4256,13107010.00000000000000000000,09
4257,13110150.00000000000000000000,AD
4258,13113300.00000000000000000000,BD
4259,13113310.00000000000000000000,3D
4260,13113320.00000000000000000000,1D
4261,13116460.00000000000000000000,DD
4262,13116470.00000000000000000000,DC
4263,13116480.00000000000000000000,D4
4264,13119620.00000000000000000000,74
4265,13119630.00000000000000000000,30
4266,13122780.00000000000000000000,39
4267,13125930.00000000000000000000,7D
4268,13125940.00000000000000000000,44
4269,13129090.00000000000000000000,DD
4270,13132240.00000000000000000000,DF
4271,13135400.00000000000000000000,5D
4272,13135420.00000000000000000000,55
4273,13138560.00000000000000000000,9F
4274,13141710.00000000000000000000,DF
4275,13141720.00000000000000000000,4D
4276,13141730.00000000000000000000,45
4277,13144870.00000000000000000000,D6
4278,13144880.00000000000000000000,96
4279,13148020.00000000000000000000,F6
4280,13148030.00000000000000000000,74
4281,13148040.00000000000000000000,60
4282,13151180.00000000000000000000,2D
4283,13154340.00000000000000000000,EC
4284,13154350.00000000000000000000,C0
4285,13157490.00000000000000000000,9A
4286,13157500.00000000000000000000,9B
4287,13160650.00000000000000000000,BC
4288,13160670.00000000000000000000,AC
4289,13163810.00000000000000000000,2E
4290,13163820.00000000000000000000,22
4291,13166960.00000000000000000000,46
4292,13166970.00000000000000000000,66
4293,13166980.00000000000000000000,46
4294,13170120.00000000000000000000,5F
4295,13173280.00000000000000000000,4F
4296,13173290.00000000000000000000,47
4297,13176430.00000000000000000000,4F
4298,13176440.00000000000000000000,0F
4299,13179590.00000000000000000000,6C
4300,13182740.00000000000000000000,FC
4301,13182750.00000000000000000000,FD
4302,13182760.00000000000000000000,F1
4303,13185900.00000000000000000000,7D
4304,13185910.00000000000000000000,5C
4305,13189060.00000000000000000000,5F
4306,13189070.00000000000000000000,57
4307,13192210.00000000000000000000,77
4308,13192220.00000000000000000000,32
4309,13192230.00000000000000000000,22
4310,13195370.00000000000000000000,66
4311,13198520.00000000000000000000,76
4312,13198530.00000000000000000000,5F
4313,13201680.00000000000000000000,FD
4314,13201690.00000000000000000000,F1
4315,13201700.00000000000000000000,E1
4316,13204840.00000000000000000000,77
4317,13207990.00000000000000000000,BF
4318,13208000.00000000000000000000,BD
4319,13211150.00000000000000000000,FE
4320,13214310.00000000000000000000,ED
4321,13214320.00000000000000000000,E1
4322,13217460.00000000000000000000,E7
4323,13217470.00000000000000000000,87
4324,13220620.00000000000000000000,6E
4325,13223770.00000000000000000000,7E
4326,13223780.00000000000000000000,7C
4327,13223790.00000000000000000000,58
4328,13226930.00000000000000000000,F8
4329,13226940.00000000000000000000,A8
4330,13230090.00000000000000000000,BE
4331,13230100.00000000000000000000,96
4332,13233240.00000000000000000000,CE
4333,13233250.00000000000000000000,DE
4334,13233260.00000000000000000000,CE
4335,13236400.00000000000000000000,DE
4336,13236410.00000000000000000000,9A
4337,13239560.00000000000000000000,1D
4338,13239570.00000000000000000000,05
4339,13242710.00000000000000000000,E7
4340,13242720.00000000000000000000,E6
4341,13245870.00000000000000000000,6D
4342,13249030.00000000000000000000,4F
4343,13249040.00000000000000000000,4B
4344,13252180.00000000000000000000,F3
4345,13252190.00000000000000000000,FB
4346,13252200.00000000000000000000,B3
4347,13255340.00000000000000000000,B7
4348,13255350.00000000000000000000,87
4349,13258490.00000000000000000000,8F
4350,13258500.00000000000000000000,0A
4351,13261660.00000000000000000000,02
4352,13264800.00000000000000000000,42
4353,13264810.00000000000000000000,6D
4354,13267960.00000000000000000000,7F
4355,13267970.00000000000000000000,17
4356,13271120.00000000000000000000,75
4357,13271140.00000000000000000000,65
4358,13274270.00000000000000000000,6D
4359,13274280.00000000000000000000,0D
4360,13277430.00000000000000000000,89
4361,13280590.00000000000000000000,FD
4362,13280600.00000000000000000000,F5
4363,13283750.00000000000000000000,94
4364,13286900.00000000000000000000,5E
4365,13290050.00000000000000000000,7E
4366,13290060.00000000000000000000,FF
4367,13290080.00000000000000000000,FB
4368,13293210.00000000000000000000,FF
4369,13293220.00000000000000000000,06
4370,13296370.00000000000000000000,93
4371,13296380.00000000000000000000,97
4372,13296390.00000000000000000000,93
4373,13299520.00000000000000000000,D7
4374,13299530.00000000000000000000,D4
4375,13299540.00000000000000000000,C4
4376,13302680.00000000000000000000,7D
4377,13305840.00000000000000000000,FF
4378,13305850.00000000000000000000,AF
4379,13308990.00000000000000000000,EF
4380,13309000.00000000000000000000,EE
4381,13309010.00000000000000000000,CA
4382,13312150.00000000000000000000,6D
4383,13312160.00000000000000000000,2D
4384,13315310.00000000000000000000,8F
4385,13318460.00000000000000000000,DF
4386,13318470.00000000000000000000,5E
4387,13321620.00000000000000000000,D7
4388,13321630.00000000000000000000,83
